S/N,STATE,SENATORIAL ZONE,LGA,WARD,PU,DELIMITATION
584,PLATEAU,NORTHERN,JOS NORTH,Garba daho,COLE STREET JUNCTION,31/05/03/024
585,PLATEAU,NORTHERN,JOS NORTH,Garba daho,MASSALACI DILIMI STREET,31/05/03/025
586,PLATEAU,NORTHERN,JOS NORTH,Garba daho,YAN KATIFA DILIMI,31/05/03/026
587,PLATEAU,NORTHERN,JOS NORTH,Gangare,GSS GANGARE I,31/05/04/001
588,PLATEAU,NORTHERN,JOS NORTH,Gangare,GSS   GANGARE,31/05/04/002
589,PLATEAU,NORTHERN,JOS NORTH,Gangare,KOFAR MAI SAJE I,31/05/04/003
590,PLATEAU,NORTHERN,JOS NORTH,Gangare,KOFAR MAI SAJE II,31/05/04/004
591,PLATEAU,NORTHERN,JOS NORTH,Gangare,PARENTIN ITACHE,31/05/04/005
592,PLATEAU,NORTHERN,JOS NORTH,Gangare,K/ALH. GAMBO,31/05/04/006
593,PLATEAU,NORTHERN,JOS NORTH,Gangare,YAN KASHI I,31/05/04/007
594,PLATEAU,NORTHERN,JOS NORTH,Gangare,YAN KASHI II,31/05/04/008
595,PLATEAU,NORTHERN,JOS NORTH,Gangare,K/MAL. MUSA,31/05/04/009
596,PLATEAU,NORTHERN,JOS NORTH,Gangare,RICHARD WAY,31/05/04/010
597,PLATEAU,NORTHERN,JOS NORTH,Gangare,POST OFFICE,31/05/04/011
598,PLATEAU,NORTHERN,JOS NORTH,Gangare,RAILWAY STATION,31/05/04/012
599,PLATEAU,NORTHERN,JOS NORTH,Gangare,MURTALA WAY,31/05/04/013
600,PLATEAU,NORTHERN,JOS NORTH,Gangare,KOFAR MAGAJI,31/05/04/014
601,PLATEAU,NORTHERN,JOS NORTH,Gangare,DAKIN MITIN,31/05/04/015
602,PLATEAU,NORTHERN,JOS NORTH,Gangare,K/SARKIN DOGARAI,31/05/04/016
603,PLATEAU,NORTHERN,JOS NORTH,Gangare,KOFAR SHEHU,31/05/04/017
604,PLATEAU,NORTHERN,JOS NORTH,Gangare,KOFAR YAYA,31/05/04/018
605,PLATEAU,NORTHERN,JOS NORTH,Gangare,KOFAR KATAGUM,31/05/04/019
606,PLATEAU,NORTHERN,JOS NORTH,Gangare,GSS GANGARE II,31/05/04/020
607,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,ADEBAYO STREET,31/05/05/001
608,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,KOLO STREET,31/05/05/002
609,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,BAUCHI ROAD I,31/05/05/003
610,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,DROVERS LANE,31/05/05/004
611,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,BEHIND DILIMI,31/05/05/005
612,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,NDU STREET,31/05/05/006
613,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,COLE STREET,31/05/05/007
614,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,SARKI STREET I,31/05/05/008
615,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,SARKI STREET II,31/05/05/009
616,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,BUZU STREET I,31/05/05/010
617,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,BUZU STREET II,31/05/05/011
618,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,BAUCHI ROAD II,31/05/05/012
619,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,DAN  MARAYA,31/05/05/013
620,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,SABUWAR UNGUWA I,31/05/05/014
621,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,BUTCHER LANE,31/05/05/015
622,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,DILIMI,31/05/05/016
623,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,BEHIND DILIMI,31/05/05/017
624,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,LABOUR OFFICE,31/05/05/018
625,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,LUNGUN MAKAFI,31/05/05/019
626,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,FARIN WATA,31/05/05/020
627,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,ZOLOLO JUNCTION,31/05/05/021
628,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,DOGON AGOGO,31/05/05/022
629,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,BAUCHI ROAD III,31/05/05/023
630,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,LABOUR OFFICE JUNCTION,31/05/05/024
631,PLATEAU,NORTHERN,JOS NORTH,Ibrahim katsina,SABUWAR UNGWA II,31/05/05/025
632,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,PLATEAU HOSPITAL JUNCTION,31/05/06/001
633,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,HILL STATION JUNCTION I,31/05/06/002
634,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,UNG. MARKERI  JUNCTION,31/05/06/003
635,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,PRESIDONIA J/ADAMU I,31/05/06/004
636,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,NTA QTRS J/ADAMU I,31/05/06/005
637,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,POLO GROUND,31/05/06/006
638,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,JENTA KASSA,31/05/06/007
639,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,ST. LUKES PRY. SCHOOL I,31/05/06/008
640,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,WARDERS CLUB I,31/05/06/009
641,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,HAUSA ROAD,31/05/06/010
642,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,PLATEAU HOSPITAL I,31/05/06/011
643,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,NOAD ROAD,31/05/06/012
644,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,OLD BUKURU ROAD,31/05/06/013
645,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,JENTA MANGORO,31/05/06/014
646,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,UNG. JENTA MAKERI,31/05/06/015
647,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,RIYOM DRIVE,31/05/06/016
648,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,JENTA TUDUN J/ADAMU,31/05/06/017
649,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,PLATEAU HOTEL JUNCTION,31/05/06/018
650,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,PRESIDONIA J/ADAMU II,31/05/06/019
651,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,ST. LUKES PRY. SCHOOL II,31/05/06/020
652,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,WARDERS CLUB II,31/05/06/021
653,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,PLATEAU HOSPITAL II,31/05/06/022
654,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,HILL STATION JUNCTION II,31/05/06/023
655,PLATEAU,NORTHERN,JOS NORTH,Jenta adamu,NTA QUARTERS J/ADAMU II,31/05/06/024
656,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,APATA I,31/05/07/001
657,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,APATA II,31/05/07/002
658,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,UNITY JUNCTION I,31/05/07/003
659,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,UNITY JUNCTION II,31/05/07/004
660,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,MAICHIBI STREET,31/05/07/005
661,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,AFODUME STREET,31/05/07/006
662,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,OJUKWU STREET,31/05/07/007
663,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,OKPORIDO STREET,31/05/07/008
664,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,LAMBU VALLEY I,31/05/07/009
665,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,LAMBU VALLEY II,31/05/07/010
666,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,LARANTO LOOP,31/05/07/011
667,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,RAFIN PA I,31/05/07/012
668,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,SDA PRY. SCHOOL,31/05/07/013
669,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,LARANTO MARKET I,31/05/07/014
670,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,LARANTO MARKET II,31/05/07/015
671,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,GSS LARANTO,31/05/07/016
672,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,KATAKO BRIDGE,31/05/07/017
673,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,RAFIN PA II,31/05/07/018
674,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,APATA III,31/05/07/019
675,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,JENTA MIANGO,31/05/07/020
676,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,BUSA BUJI STREET I,31/05/07/021
677,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,DANJA STREET,31/05/07/022
678,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,ADETUTU STREET,31/05/07/023
679,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,ZAKARIYA DIMKAT STREET,31/05/07/024
680,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,BASE SUPREME JUNCTION,31/05/07/025
681,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,TEMPEST PRY. SCHOOL,31/05/07/026
682,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,YAN TIMBA LANE I,31/05/07/027
683,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,PEOPLES HOTEL JUNCTION,31/05/07/028
684,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,SALAMA PRIVATE SCHOOL,31/05/07/029
685,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,APATA IV,31/05/07/030
686,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,BUSA BUJI STREET II,31/05/07/031
687,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,S.D.A PRIMARY SCHOOL,31/05/07/032
688,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,PEOPLES HOTEL JUNCTION,31/05/07/033
689,PLATEAU,NORTHERN,JOS NORTH,Jenta apata,YAN TIMBER LANE II,31/05/07/034
690,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,ITSITSA,31/05/08/001
691,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,UNG. KAZEAZI,31/05/08/002
692,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,JOS JARAWA,31/05/08/003
693,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,UNG. CHIROMA,31/05/08/004
694,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,UNG. MANU AZI I,31/05/08/005
695,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,UNG. MANU AZI II,31/05/08/006
696,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,LGED RIKKOS,31/05/08/007
697,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,BAPTIST LAYOUT,31/05/08/008
698,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,UNG. AZI ITSE,31/05/08/009
699,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,LIBERTY LAYOUT,31/05/08/010
700,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,DUTSE UKU,31/05/08/011
701,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,KWANGA B,31/05/08/012
702,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,BAPTIST GWAFAN,31/05/08/013
703,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,NUPIS,31/05/08/014
704,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,FURAKA VILLAGE,31/05/08/015
705,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,UNG. WAKILI I,31/05/08/016
706,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,UNG. WAKILI II,31/05/08/017
707,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,KATON RIKKOS,31/05/08/018
708,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,DNCR,31/05/08/019
709,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,UNG. KAZE,31/05/08/020
710,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,UNG. NYAM BAKA,31/05/08/021
711,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,RIGUNG GWASH,31/05/08/022
712,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,YAN TRAILER,31/05/08/023
713,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,ANOTHER LIFE VILLAGE,31/05/08/024
714,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,UNG. UBAN DOMA,31/05/08/025
715,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,LAMINGO JUNCTION,31/05/08/026
716,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,LEA LAMINGO,31/05/08/027
717,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,UNG. AGIDI RIKKOS,31/05/08/028
718,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,RIKKOS CENTRE,31/05/08/029
719,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,JOS JARAWA,31/05/08/030
720,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,PHC GWAFAN I,31/05/08/031
721,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,PHC GWAFAN II,31/05/08/032
722,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,GWASH VILLAGE,31/05/08/033
723,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,BAPTIST PRY. SCHOOL,31/05/08/034
724,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,UNG. WAKILI III,31/05/08/035
725,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,UNG. CHIROMA,31/05/08/036
726,PLATEAU,NORTHERN,JOS NORTH,Jos jarawa,ROKKOS CENTRE,31/05/08/037
727,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,GADAN BAKO,31/05/09/001
728,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,KASUWAN DARE I,31/05/09/002
729,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,KASUWAN DARE II,31/05/09/003
730,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,GADAN SOGAI I,31/05/09/004
731,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,GADAN SOGAI II,31/05/09/005
732,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,GADAN ALASARIN,31/05/09/006
733,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,YAN ALIBO,31/05/09/007
734,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,UNG. U.N.A I ,31/05/09/008
735,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,YAMSET CLINIC,31/05/09/009
736,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,YAN SHANU I,31/05/09/010
737,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,YAN SHANU II,31/05/09/011
738,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,UNG. AZI (FILIN BALL),31/05/09/012
739,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,UNG. MADAKI I,31/05/09/013
740,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,UNG. MADAKI II,31/05/09/014
741,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,YAN SHANU III,31/05/09/015
742,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,YAN SHANU IV                          ,31/05/09/016
743,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,YAN ALIBO I,31/05/09/017
744,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,UNG. MADAKI III,31/05/09/018
745,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,BAPTIST PRY. SCHOOL,31/05/09/019
746,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,UNG. U.N.A II,31/05/09/020
747,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,UNG. U.N.A III,31/05/09/021
748,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,U.N.A AREA I,31/05/09/022
749,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,U.N.A AREA II,31/05/09/023
750,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,NEPA JUNCTION,31/05/09/024
751,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,PREMIER HOTEL JUNCTION I,31/05/09/025
752,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,YAN ALIBO II,31/05/09/026
753,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,FILIN BALL,31/05/09/027
754,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,CONGO JUNCTION,31/05/09/028
755,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,UNG. AZI,31/05/09/029
756,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,YAMSET CLINIC,31/05/09/030
757,PLATEAU,NORTHERN,JOS NORTH,Naraguta a,PREMIER HOTEL JUNCTION II,31/05/09/031
758,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,KONAN SOJA,31/05/10/001
759,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,GTC JOS,31/05/10/002
760,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UBYEL I,31/05/10/003
761,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UBYEL II,31/05/10/004
762,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. RIMI I,31/05/10/005
763,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. RIMI II,31/05/10/006
764,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. RIMI III,31/05/10/007
765,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,KUNGA 1,31/05/10/008
766,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,MAZAH TARSHI,31/05/10/009
767,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,GWONG,31/05/10/010
768,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,BEHWOL PRY. SCHOOL,31/05/10/011
769,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,MAZAH LIBA,31/05/10/012
770,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,MAZAH NAGOHOM,31/05/10/013
771,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,F.R.C. ZARIA ROAD,31/05/10/014
772,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. ROGO PRY. SCHOL,31/05/10/015
773,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,BEHIN UNIJOS I,31/05/10/016
774,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,BEHIN UNIJOS II,31/05/10/017
775,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,MALLAM  CHAI,31/05/10/018
776,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,GADAN BAUCHI I,31/05/10/019
777,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNIJOS. PRY. SCHOOL I,31/05/10/020
778,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. ROGO PRY. SCHOOL I,31/05/10/021
779,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. ROGO PRY. SCHOOL II,31/05/10/022
780,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. UJAH I,31/05/10/023
781,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. UJAH II,31/05/10/024
782,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,DA DUSU SQUARE,31/05/10/025
783,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,MISHKAHAM OFFICE,31/05/10/026
784,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,DA KALMA SQUARE,31/05/10/027
785,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. DA MAMMAN DANG,31/05/10/028
786,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,CHWELN YAP I,31/05/10/029
787,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. DA ADAMU ZANG,31/05/10/030
788,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNIV. PRY. SCHOOL II,31/05/10/031
789,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNIV. PRY. SCHOOL III,31/05/10/032
790,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,GOVT. STAFF QUARTERS,31/05/10/033
791,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,STUDENT VILLAGE,31/05/10/034
792,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,SABON LAYI,31/05/10/035
793,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,NARAGUTA HOSTEL,31/05/10/036
794,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,G.S.S. JOS,31/05/10/037
795,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,GIDAN SARKI FUDAWA,31/05/10/038
796,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,FUDAWA,31/05/10/039
797,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,NABOR FUDAWA,31/05/10/040
798,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,LEGISLATORS QUARTERS,31/05/10/041
799,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,DOGON DUTSE,31/05/10/042
800,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,MAC. WILLIAMS JUNCTION,31/05/10/043
801,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,AL-IMAM PRY. SCHOOL,31/05/10/044
802,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. ROGO PRY. SCHOOL III,31/05/10/045
803,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,G.S.S. BABALE I,31/05/10/046
804,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,TARGWONG,31/05/10/047
805,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,RAFIN JAKI,31/05/10/048
806,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,RIGIZA LEA I,31/05/10/049
807,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,RIGIZA LEA II,31/05/10/050
808,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,ZOLOLO VILLAGE,31/05/10/051
809,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,ZANGAM,31/05/10/052
810,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,YELWA,31/05/10/053
811,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,G.S.S. BABALE I,31/05/10/054
812,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNGWA. KEKE,31/05/10/055
813,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. RUKUBA I,31/05/10/056
814,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. RUKUBA II,31/05/10/057
815,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. RUKUBA III,31/05/10/058
816,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,AREA COURT,31/05/10/059
817,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,RUSAI VILLAGE,31/05/10/060
818,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,P.H.C UNG. ROGO,31/05/10/061
819,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,TAJIR,31/05/10/062
820,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,RUSAI VILLAGE I,31/05/10/063
821,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,MAZAH YAHAM,31/05/10/064
822,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,RUSAI VILLAGE II,31/05/10/065
823,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,MARAH GINZI,31/05/10/066
824,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,LEGISLATORS QUARTERS JUNCTION,31/05/10/067
825,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,ASIBITIN DAUDA A/ROGO I,31/05/10/068
826,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,ASIBITIN DAUDA A/ROGO II,31/05/10/069
827,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,MALL. CHAI STREET,31/05/10/070
828,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. ROGO PRY. SCHOOL I,31/05/10/071
829,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. ROGO PRY. SCHOOL II,31/05/10/072
830,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. RIMI IV,31/05/10/073
831,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,SENIOR STAFF QUARTERS,31/05/10/074
832,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,RIZAH,31/05/10/075
833,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UKADUM KUNGA,31/05/10/076
834,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,AYUMA UPANA,31/05/10/077
835,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,MAZAH UGITIN,31/05/10/078
836,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,YARUJE,31/05/10/079
837,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,HWOL TITHALAN,31/05/10/080
838,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,WATER WORKS,31/05/10/081
839,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,RHIKUM VILLAGE,31/05/10/082
840,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,MAZAH JUNCTION,31/05/10/083
841,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,RISHARI RHAKUBU,31/05/10/084
842,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,ECWA SEMINARY,31/05/10/085
843,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,KONAN MUMBUT,31/05/10/086
844,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,CHWELN YAP LGEDI,31/05/10/087
845,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,CHWELN YAP LGEDI II,31/05/10/088
846,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,YAN TRAILER,31/05/10/089
847,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,GREAT COMMISSION,31/05/10/090
848,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UBYAL GOROH,31/05/10/091
849,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. MALLAM. CHAI,31/05/10/092
850,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. UJAH,31/05/10/093
851,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,MARKUS ISHAYA LOOP,31/05/10/094
852,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,SANI SANTI BREAD A/ROGO,31/05/10/095
853,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,DUALA HOTEL JUNCTION,31/05/10/096
854,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,KOFAR MUSA SANTANA A/ROGO,31/05/10/097
855,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,A.A. ADAM UNG. ROGO,31/05/10/098
